#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0 q4,visible=0 q5,visible=0
1516714915.55 0 0.000 0.000 78500 0 5 0 0.688 0 0.000 7.369 37703680.000 341409792.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714915.65 0 0.000 0.000 78500 0 5 1 0.790 0 9.091 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714915.76 0 0.000 0.000 78500 0 5 0 0.790 0 0.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714915.86 0 0.000 0.000 78500 0 5 1 0.892 0 0.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714915.96 0 0.000 0.000 78500 0 5 0 0.892 0 0.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.06 0 0.000 0.000 78500 0 5 1 0.993 0 10.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.16 0 0.000 0.000 78500 0 5 0 0.993 0 10.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.27 0 0.000 0.000 78500 0 5 1 1.095 0 0.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.37 0 0.000 0.000 78500 0 5 0 1.095 0 0.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.47 0 0.000 0.000 78500 0 5 1 1.197 0 10.000 7.374 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.57 0 0.000 0.000 78500 0 5 0 1.197 0 0.000 7.384 37879808.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.68 0 0.000 0.000 78500 0 5 1 1.299 0 0.000 7.385 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.78 0 0.000 0.000 78500 0 5 0 1.299 0 10.000 7.385 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.88 0 0.000 0.000 78500 0 5 1 1.400 0 0.000 7.385 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714916.98 0 0.000 0.000 78500 0 5 0 1.400 0 0.000 7.385 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.08 0 0.000 0.000 78500 0 5 1 1.502 0 0.000 7.385 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.19 0 0.000 0.000 78500 0 5 0 1.502 0 10.000 7.393 37937152.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.29 0 0.000 0.000 78500 0 5 1 1.603 0 0.000 7.393 37978112.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.39 0 0.000 0.000 78500 0 5 0 1.603 0 0.000 7.393 37978112.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.49 0 0.000 0.000 78500 0 5 1 1.704 0 10.000 7.393 37978112.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.59 0 0.000 0.000 78500 0 5 0 1.704 0 9.091 7.393 37978112.000 341553152.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.70 0 0.000 0.000 78500 0 5 1 1.806 0 0.000 7.397 37978112.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.80 0 0.000 0.000 78500 0 5 0 1.806 0 0.000 7.397 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714917.90 0 0.000 0.000 78500 0 5 1 1.907 0 0.000 7.397 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.00 0 0.000 0.000 78500 0 5 0 1.907 0 9.091 7.397 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.10 0 0.000 0.000 78500 0 5 1 2.009 0 0.000 7.397 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.21 0 0.000 0.000 78500 0 5 0 2.009 0 0.000 7.397 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.31 0 0.000 0.000 78500 0 5 1 2.110 0 0.000 7.405 38002688.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.41 0 0.000 0.000 78500 0 5 0 2.110 0 10.000 7.405 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.51 0 0.000 0.000 78500 0 5 1 2.211 0 0.000 7.405 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.62 0 0.000 0.000 78500 0 5 0 2.211 0 10.000 7.405 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.72 0 0.000 0.000 78500 0 5 1 2.313 0 0.000 7.405 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.82 0 0.000 0.000 78500 0 5 0 2.313 0 0.000 7.405 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
1516714918.92 0 0.000 0.000 78500 0 5 1 2.414 0 0.000 7.409 38043648.000 341696512.000 1516714915.449 -1.000 78500 116000 216000 316000 616000 1216000
