#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0 q4,visible=0 q5,visible=0
1516716491.85 0 0.000 0.000 78500 0 5 0 0.649 0 0.000 7.369 37703680.000 341409792.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716491.95 0 0.000 0.000 78500 0 5 1 0.751 0 9.091 7.374 37879808.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.05 0 0.000 0.000 78500 0 5 0 0.751 0 0.000 7.374 37879808.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.16 0 0.000 0.000 78500 0 5 1 0.851 0 0.000 7.374 37879808.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.26 0 0.000 0.000 78500 0 5 0 0.851 0 10.000 7.374 37879808.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.36 0 0.000 0.000 78500 0 5 1 0.952 0 0.000 7.384 37879808.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.46 0 0.000 0.000 78500 0 5 0 0.952 0 0.000 7.385 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.56 0 0.000 0.000 78500 0 5 1 1.054 0 10.000 7.385 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.66 0 0.000 0.000 78500 0 5 0 1.054 0 0.000 7.385 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.76 0 0.000 0.000 78500 0 5 1 1.155 0 0.000 7.385 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.87 0 0.000 0.000 78500 0 5 0 1.155 0 0.000 7.385 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716492.97 0 0.000 0.000 78500 0 5 1 1.256 0 0.000 7.393 37937152.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.07 0 0.000 0.000 78500 0 5 0 1.256 0 10.000 7.393 37978112.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.17 0 0.000 0.000 78500 0 5 1 1.357 0 0.000 7.393 37978112.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.27 0 0.000 0.000 78500 0 5 0 1.357 0 10.000 7.393 37978112.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.37 0 0.000 0.000 78500 0 5 1 1.458 0 0.000 7.393 37978112.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.47 0 0.000 0.000 78500 0 5 0 1.458 0 0.000 7.393 37978112.000 341553152.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.58 0 0.000 0.000 78500 0 5 1 1.559 0 0.000 7.397 37978112.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.68 0 0.000 0.000 78500 0 5 0 1.559 0 0.000 7.397 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.78 0 0.000 0.000 78500 0 5 1 1.660 0 0.000 7.397 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.88 0 0.000 0.000 78500 0 5 0 1.660 0 18.182 7.397 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716493.98 0 0.000 0.000 78500 0 5 1 1.761 0 0.000 7.397 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.08 0 0.000 0.000 78500 0 5 0 1.761 0 0.000 7.397 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.18 0 0.000 0.000 78500 0 5 1 1.862 0 0.000 7.405 38002688.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.28 0 0.000 0.000 78500 0 5 0 1.862 0 0.000 7.405 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.39 0 0.000 0.000 78500 0 5 1 1.963 0 10.000 7.405 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.49 0 0.000 0.000 78500 0 5 0 1.963 0 0.000 7.405 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.59 0 0.000 0.000 78500 0 5 1 2.064 0 10.000 7.405 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.69 0 0.000 0.000 78500 0 5 0 2.064 0 0.000 7.405 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.79 0 0.000 0.000 78500 0 5 1 2.165 0 0.000 7.409 38043648.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.89 0 0.000 0.000 78500 0 5 0 2.165 0 0.000 7.409 38064128.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716494.99 0 0.000 0.000 78500 0 5 1 2.266 0 0.000 7.409 38064128.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.10 0 0.000 0.000 78500 0 5 0 2.266 0 0.000 7.409 38064128.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.20 0 0.000 0.000 78500 0 5 1 2.366 0 10.000 7.409 38064128.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.30 0 0.000 0.000 78500 0 5 0 2.366 0 0.000 7.413 38064128.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.40 0 0.000 0.000 78500 0 5 1 2.467 0 0.000 7.413 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.50 0 0.000 0.000 78500 0 5 0 2.467 0 0.000 7.413 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.60 0 0.000 0.000 78500 0 5 1 2.568 0 0.000 7.413 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.71 0 0.000 0.000 78500 0 5 0 2.568 0 10.000 7.413 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.81 0 0.000 0.000 78500 0 5 1 2.669 0 0.000 7.413 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716495.91 0 0.000 0.000 78500 0 5 0 2.669 0 10.000 7.418 38084608.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.01 0 0.000 0.000 78500 0 5 1 2.769 0 0.000 7.418 38109184.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.11 0 0.000 0.000 78500 0 5 0 2.769 0 0.000 7.418 38109184.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.21 0 0.000 0.000 78500 0 5 1 2.870 0 0.000 7.418 38109184.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.31 0 0.000 0.000 78500 0 5 0 2.870 0 0.000 7.418 38109184.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.41 0 0.000 0.000 78500 0 5 1 2.971 0 0.000 7.418 38109184.000 341696512.000 1516716491.750 -1.000 78500 116000 216000 316000 616000 1216000
1516716496.52 136965 3.920 32709.178 78500 0 5 1 2.971 153784 20.000 7.540 38641664.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716496.62 135869 3.800 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716496.72 135780 3.640 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716496.82 135780 3.640 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716496.92 135688 3.520 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.02 135524 3.360 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.13 135319 3.200 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.23 135319 3.200 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.33 135097 3.080 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.43 134944 2.920 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.53 134944 2.920 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.63 134699 2.760 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.73 134337 2.600 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.83 134337 2.600 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716497.94 132768 2.440 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.04 127630 2.400 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.14 121479 2.320 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.24 110496 2.200 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.34 101397 2.120 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.44 84820 2.000 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.54 71602 1.880 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.65 61583 1.800 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.75 50558 1.600 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.85 50558 1.600 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716498.95 43735 1.360 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.05 43735 1.360 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.15 38951 1.280 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.25 36677 1.120 32709.178 78500 0 5 1 2.971 153784 20.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.35 33937 0.960 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.46 33937 0.960 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.56 30903 0.880 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.66 30159 0.800 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.76 27822 0.680 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.86 27019 0.520 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716499.96 26737 0.480 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.07 26418 0.320 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.17 9950 0.160 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.27 9950 0.160 32709.178 78500 0 5 1 2.971 153784 10.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.37 5785 0.040 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.47 1853 0.000 32709.178 78500 0 5 1 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.57 1853 0.000 32709.178 78500 0 5 0 2.971 153784 0.000 7.540 38735872.000 417435648.000 1516716496.462 1516716496.452 78500 116000 216000 316000 616000 1216000
1516716500.67 103350 3.800 33717.613 78500 0 5 1 3.072 294596 10.000 7.598 39006208.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716500.78 103350 3.800 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716500.88 98720 3.640 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716500.98 94060 3.480 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.08 94060 3.480 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.18 90950 3.360 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.28 88732 3.240 33717.613 78500 0 5 1 3.072 294596 20.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.38 86023 3.080 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.48 86023 3.080 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.59 82767 2.920 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.69 79735 2.800 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.79 79735 2.800 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.89 77496 2.680 33717.613 78500 0 5 1 3.072 294596 9.091 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716501.99 75117 2.520 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.09 72240 2.400 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.20 72240 2.400 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.30 69553 2.280 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.40 67228 2.120 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.50 64191 1.960 33717.613 78500 0 5 1 3.072 294596 10.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.60 64191 1.960 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.70 61270 1.800 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
1516716502.81 50124 1.640 33717.613 78500 0 5 1 3.072 294596 0.000 7.598 39034880.000 417435648.000 1516716500.644 1516716500.638 78500 116000 216000 316000 616000 1216000
