#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0 q4,visible=0 q5,visible=0
1516721611.18 0 0.000 0.000 78500 0 5 0 0.061 0 0.000 7.389 37695488.000 341630976.000 1516721611.073 -1.000 78500 116000 216000 316000 616000 1216000
1516721611.28 0 0.000 0.000 78500 0 5 1 0.163 0 0.000 7.404 37969920.000 341630976.000 1516721611.073 -1.000 78500 116000 216000 316000 616000 1216000
1516721611.38 0 0.000 0.000 78500 0 5 0 0.163 0 9.091 7.413 38035456.000 341630976.000 1516721611.073 -1.000 78500 116000 216000 316000 616000 1216000
1516721611.48 136965 3.920 416135.068 78500 0 5 1 0.265 153784 10.000 7.505 38346752.000 341934080.000 1516721611.452 1516721611.443 78500 116000 216000 316000 616000 1216000
1516721611.58 135869 3.800 416135.068 78500 0 5 1 0.265 153784 10.000 7.505 38555648.000 341934080.000 1516721611.452 1516721611.443 78500 116000 216000 316000 616000 1216000
1516721611.69 135780 3.640 416135.068 78500 0 5 1 0.265 153784 0.000 7.505 38555648.000 341934080.000 1516721611.452 1516721611.443 78500 116000 216000 316000 616000 1216000
1516721611.79 135780 3.640 416135.068 78500 0 5 1 0.265 153784 0.000 7.508 38555648.000 341934080.000 1516721611.452 1516721611.443 78500 116000 216000 316000 616000 1216000
1516721611.89 261596 7.560 417294.909 616000 4 5 1 0.265 294596 10.000 7.617 39112704.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721611.99 261432 7.400 417294.909 616000 4 5 1 0.265 294596 10.000 7.617 39129088.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.09 261432 7.400 417294.909 616000 4 5 1 0.265 294596 9.091 7.617 39129088.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.20 261227 7.240 417294.909 616000 4 5 1 0.265 294596 0.000 7.617 39129088.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.30 261005 7.120 417294.909 616000 4 5 1 0.265 294596 0.000 7.617 39129088.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.40 260852 6.960 417294.909 616000 4 5 1 0.265 294596 10.000 7.617 39129088.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.50 260852 6.960 417294.909 616000 4 5 1 0.265 294596 0.000 7.624 39133184.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.61 260607 6.800 417294.909 616000 4 5 1 0.265 294596 0.000 7.632 39165952.000 341934080.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.71 260607 6.800 417294.909 616000 4 5 1 0.265 294596 10.000 7.641 39206912.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.81 260245 6.640 417294.909 616000 4 5 1 0.265 294596 0.000 7.649 39256064.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721612.91 258676 6.480 417294.909 616000 4 5 1 0.265 294596 0.000 7.658 39297024.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.01 258676 6.480 417294.909 616000 4 5 1 0.265 294596 10.000 7.671 39342080.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.12 250590 6.400 417294.909 616000 4 5 1 0.265 294596 0.000 7.680 39407616.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.22 240253 6.280 417294.909 616000 4 5 1 0.265 294596 0.000 7.688 39452672.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.32 227305 6.160 417294.909 616000 4 5 1 0.265 294596 9.091 7.696 39497728.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.43 216807 6.080 417294.909 616000 4 5 1 0.265 294596 0.000 7.705 39538688.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.53 197510 5.920 417294.909 616000 4 5 1 0.265 294596 10.000 7.714 39583744.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.63 187491 5.840 417294.909 616000 4 5 1 0.265 294596 10.000 7.721 39628800.000 342474752.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.73 181776 5.760 417294.909 616000 4 5 1 0.265 294596 0.000 7.897 40472576.000 343437312.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.83 176466 5.640 417294.909 616000 4 5 1 0.265 294596 0.000 7.905 40566784.000 343437312.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721613.94 171887 5.560 417294.909 616000 4 5 1 0.265 294596 10.000 7.913 40607744.000 343437312.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721614.04 169643 5.400 417294.909 616000 4 5 1 0.265 294596 10.000 7.922 40652800.000 343560192.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721614.14 167010 5.360 417294.909 616000 4 5 1 0.265 294596 0.000 7.930 40697856.000 343560192.000 1516721611.795 1516721611.789 78500 116000 216000 316000 616000 1216000
1516721614.24 1189482 9.160 441140.393 616000 4 5 1 0.265 1355668 10.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.35 1189482 9.160 441140.393 616000 4 5 1 0.265 1355668 0.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.45 1186742 9.000 441140.393 616000 4 5 1 0.265 1355668 10.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.55 1184514 8.960 441140.393 616000 4 5 1 0.265 1355668 0.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.65 1182964 8.840 441140.393 616000 4 5 1 0.265 1355668 9.091 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.75 1180627 8.720 441140.393 616000 4 5 1 0.265 1355668 0.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.86 1179824 8.560 441140.393 616000 4 5 1 0.265 1355668 0.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721614.96 1179824 8.560 441140.393 616000 4 5 1 0.265 1355668 0.000 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
1516721615.06 1179223 8.360 441140.393 616000 4 5 1 0.265 1355668 9.091 8.017 41185280.000 342642688.000 1516721614.209 1516721614.201 78500 116000 216000 316000 616000 1216000
