#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0 q4,visible=0 q5,visible=0
1516720556.10 0 0.000 0.000 78500 0 5 0 0.094 0 0.000 7.386 37703680.000 341585920.000 1516720555.991 -1.000 78500 116000 216000 316000 616000 1216000
1516720556.20 0 0.000 0.000 78500 0 5 1 0.196 0 10.000 7.418 37957632.000 341762048.000 1516720555.991 -1.000 78500 116000 216000 316000 616000 1216000
1516720556.30 0 0.000 0.000 78500 0 5 0 0.196 0 0.000 7.426 38109184.000 341762048.000 1516720555.991 -1.000 78500 116000 216000 316000 616000 1216000
1516720556.40 0 0.000 0.000 78500 0 5 1 0.298 0 0.000 7.431 38150144.000 341762048.000 1516720555.991 -1.000 78500 116000 216000 316000 616000 1216000
1516720556.50 135869 3.800 367688.727 78500 0 5 1 0.298 153784 20.000 7.552 38707200.000 417501184.000 1516720556.416 1516720556.409 78500 116000 216000 316000 616000 1216000
1516720556.61 135869 3.800 367688.727 78500 0 5 1 0.298 153784 0.000 7.552 38797312.000 417501184.000 1516720556.416 1516720556.409 78500 116000 216000 316000 616000 1216000
1516720556.71 135780 3.640 367688.727 78500 0 5 1 0.298 153784 0.000 7.552 38797312.000 417501184.000 1516720556.416 1516720556.409 78500 116000 216000 316000 616000 1216000
1516720556.81 135688 3.520 367688.727 78500 0 5 1 0.298 153784 10.000 7.552 38797312.000 417501184.000 1516720556.416 1516720556.409 78500 116000 216000 316000 616000 1216000
1516720556.91 261432 7.400 346010.440 78500 0 5 1 0.298 294596 9.091 7.664 39337984.000 417501184.000 1516720556.831 1516720556.823 78500 116000 216000 316000 616000 1216000
1516720557.02 261432 7.400 346010.440 78500 0 5 1 0.298 294596 0.000 7.664 39370752.000 417501184.000 1516720556.831 1516720556.823 78500 116000 216000 316000 616000 1216000
1516720557.12 261227 7.240 346010.440 78500 0 5 1 0.298 294596 0.000 7.664 39370752.000 417501184.000 1516720556.831 1516720556.823 78500 116000 216000 316000 616000 1216000
1516720557.22 337781 11.080 282987.991 78500 0 5 1 0.298 385964 18.182 7.716 39641088.000 417501184.000 1516720557.166 1516720557.154 78500 116000 216000 316000 616000 1216000
1516720557.32 337781 11.080 282987.991 78500 0 5 1 0.298 385964 0.000 7.717 39645184.000 417501184.000 1516720557.166 1516720557.154 78500 116000 216000 316000 616000 1216000
1516720557.43 337628 10.920 282987.991 78500 0 5 1 0.298 385964 0.000 7.718 39649280.000 417501184.000 1516720557.166 1516720557.154 78500 116000 216000 316000 616000 1216000
1516720557.53 337383 10.760 282987.991 78500 0 5 1 0.298 385964 10.000 7.718 39649280.000 417501184.000 1516720557.166 1516720557.154 78500 116000 216000 316000 616000 1216000
1516720557.63 502055 14.800 433716.151 78500 0 5 1 0.298 567760 10.000 7.771 39919616.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720557.73 501693 14.640 433716.151 78500 0 5 1 0.298 567760 0.000 7.771 39919616.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720557.84 500124 14.480 433716.151 78500 0 5 1 0.298 567760 0.000 7.771 39919616.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720557.94 500124 14.480 433716.151 78500 0 5 1 0.298 567760 10.000 7.771 39919616.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720558.04 492038 14.400 433716.151 78500 0 5 1 0.298 567760 0.000 7.771 39923712.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720558.14 481701 14.280 433716.151 78500 0 5 1 0.298 567760 0.000 7.771 39923712.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720558.25 473886 14.200 433716.151 78500 0 5 1 0.298 567760 20.000 7.771 39923712.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720558.35 458255 14.080 433716.151 78500 0 5 1 0.298 567760 0.000 7.771 39923712.000 417501184.000 1516720557.595 1516720557.585 78500 116000 216000 316000 616000 1216000
1516720558.45 666091 17.960 302148.613 78500 0 5 1 0.298 803700 10.000 7.914 40464384.000 417689600.000 1516720558.385 1516720558.376 78500 116000 216000 316000 616000 1216000
1516720558.55 648861 17.800 302148.613 78500 0 5 1 0.298 803700 0.000 7.914 40656896.000 417689600.000 1516720558.385 1516720558.376 78500 116000 216000 316000 616000 1216000
1516720558.65 643146 17.720 302148.613 78500 0 5 1 0.298 803700 10.000 7.914 40656896.000 417689600.000 1516720558.385 1516720558.376 78500 116000 216000 316000 616000 1216000
1516720558.76 725847 21.640 373365.102 78500 0 5 1 0.298 905408 0.000 7.968 40927232.000 417689600.000 1516720558.663 1516720558.658 78500 116000 216000 316000 616000 1216000
1516720558.86 721268 21.560 373365.102 78500 0 5 1 0.298 905408 0.000 7.968 40931328.000 417689600.000 1516720558.663 1516720558.658 78500 116000 216000 316000 616000 1216000
1516720558.96 800683 25.400 347342.668 78500 0 5 1 0.298 1004484 9.091 8.020 41201664.000 417689600.000 1516720558.951 1516720558.948 78500 116000 216000 316000 616000 1216000
1516720559.06 798050 25.360 347342.668 78500 0 5 1 0.298 1004484 10.000 8.020 41201664.000 417689600.000 1516720558.951 1516720558.948 78500 116000 216000 316000 616000 1216000
1516720559.17 793625 25.160 347342.668 78500 0 5 1 0.298 1004484 10.000 8.020 41201664.000 417689600.000 1516720558.951 1516720558.948 78500 116000 216000 316000 616000 1216000
1516720559.27 891112 29.120 374213.650 78500 0 5 1 0.298 1115216 10.000 8.128 41742336.000 417689600.000 1516720559.259 1516720559.247 78500 116000 216000 316000 616000 1216000
1516720559.37 888372 28.960 374213.650 78500 0 5 1 0.298 1115216 0.000 8.128 41754624.000 417689600.000 1516720559.259 1516720559.247 78500 116000 216000 316000 616000 1216000
1516720559.47 886144 28.920 374213.650 78500 0 5 1 0.298 1115216 0.000 8.128 41754624.000 417689600.000 1516720559.259 1516720559.247 78500 116000 216000 316000 616000 1216000
1516720559.57 884594 28.800 374213.650 78500 0 5 1 0.298 1115216 9.091 8.128 41754624.000 417689600.000 1516720559.259 1516720559.247 78500 116000 216000 316000 616000 1216000
1516720559.68 978399 32.680 333643.619 78500 0 5 1 0.298 1226324 20.000 8.180 42024960.000 417689600.000 1516720559.602 1516720559.592 78500 116000 216000 316000 616000 1216000
1516720559.78 977596 32.520 333643.619 78500 0 5 1 0.298 1226324 0.000 8.180 42024960.000 417689600.000 1516720559.602 1516720559.592 78500 116000 216000 316000 616000 1216000
1516720559.88 977596 32.520 333643.619 78500 0 5 1 0.298 1226324 0.000 8.180 42024960.000 417689600.000 1516720559.602 1516720559.592 78500 116000 216000 316000 616000 1216000
1516720559.98 976995 32.320 333643.619 78500 0 5 1 0.298 1226324 0.000 8.181 42029056.000 417689600.000 1516720559.602 1516720559.592 78500 116000 216000 316000 616000 1216000
1516720560.08 976995 32.320 333643.619 78500 0 5 1 0.298 1226324 10.000 8.181 42029056.000 417689600.000 1516720559.602 1516720559.592 78500 116000 216000 316000 616000 1216000
1516720560.19 1135557 36.160 343123.259 316000 3 5 1 0.298 1416392 0.000 8.287 42569728.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.29 1131392 36.040 343123.259 316000 3 5 1 0.298 1416392 10.000 8.287 42573824.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.39 1127460 35.960 343123.259 316000 3 5 1 0.298 1416392 10.000 8.287 42573824.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.49 1125450 35.920 343123.259 316000 3 5 1 0.298 1416392 0.000 8.287 42573824.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.60 1103049 35.760 343123.259 316000 3 5 1 0.298 1416392 0.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.70 1098419 35.600 343123.259 316000 3 5 1 0.298 1416392 10.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.80 1098419 35.600 343123.259 316000 3 5 1 0.298 1416392 0.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720560.91 1093759 35.440 343123.259 316000 3 5 1 0.298 1416392 0.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.01 1090649 35.320 343123.259 316000 3 5 1 0.298 1416392 10.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.11 1088431 35.200 343123.259 316000 3 5 1 0.298 1416392 0.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.21 1088431 35.200 343123.259 316000 3 5 1 0.298 1416392 0.000 8.288 42577920.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.32 1085722 35.040 343123.259 316000 3 5 1 0.298 1416392 10.000 8.289 42582016.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.42 1082466 34.880 343123.259 316000 3 5 1 0.298 1416392 0.000 8.290 42582016.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.52 1082466 34.880 343123.259 316000 3 5 1 0.298 1416392 9.091 8.294 42586112.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.63 1079434 34.760 343123.259 316000 3 5 1 0.298 1416392 0.000 8.303 42610688.000 417689600.000 1516720560.166 1516720560.156 78500 116000 216000 316000 616000 1216000
1516720561.73 1597262 38.640 363271.021 216000 2 5 1 0.298 1963848 20.000 8.572 44003328.000 418344960.000 1516720561.684 1516720561.673 78500 116000 216000 316000 616000 1216000
1516720561.83 1594883 38.480 363271.021 216000 2 5 1 0.298 1963848 0.000 8.572 44036096.000 418344960.000 1516720561.684 1516720561.673 78500 116000 216000 316000 616000 1216000
1516720561.93 1594883 38.480 363271.021 216000 2 5 1 0.298 1963848 0.000 8.572 44036096.000 418344960.000 1516720561.684 1516720561.673 78500 116000 216000 316000 616000 1216000
1516720562.03 1592006 38.360 363271.021 216000 2 5 1 0.298 1963848 0.000 8.572 44036096.000 418344960.000 1516720561.684 1516720561.673 78500 116000 216000 316000 616000 1216000
1516720562.14 1589319 38.240 363271.021 216000 2 5 1 0.298 1963848 10.000 8.573 44036096.000 418344960.000 1516720561.684 1516720561.673 78500 116000 216000 316000 616000 1216000
