#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0 q4,visible=0 q5,visible=0
1516724196.11 0 0.000 0.000 78500 0 5 0 0.037 0 0.000 7.397 37961728.000 341585920.000 1516724196.006 -1.000 78500 116000 216000 316000 616000 1216000
1516724196.21 136965 3.920 818840.256 78500 0 5 1 0.138 153784 20.000 7.537 38547456.000 341872640.000 1516724196.204 1516724196.194 78500 116000 216000 316000 616000 1216000
1516724196.31 135869 3.800 818840.256 78500 0 5 1 0.138 153784 0.000 7.537 38719488.000 341872640.000 1516724196.204 1516724196.194 78500 116000 216000 316000 616000 1216000
1516724196.41 261688 7.680 873686.138 78500 0 5 1 0.138 294596 9.091 7.649 39260160.000 341872640.000 1516724196.375 1516724196.366 78500 116000 216000 316000 616000 1216000
1516724196.52 338464 11.640 1054122.465 78500 0 5 1 0.138 385964 10.000 7.702 39567360.000 341872640.000 1516724196.469 1516724196.462 78500 116000 216000 316000 616000 1216000
1516724196.62 338372 11.520 1054122.465 78500 0 5 1 0.138 385964 10.000 7.703 39571456.000 341872640.000 1516724196.469 1516724196.462 78500 116000 216000 316000 616000 1216000
1516724196.72 502880 15.400 825527.645 78500 0 5 1 0.138 567760 9.091 7.774 39845888.000 342011904.000 1516724196.699 1516724196.689 78500 116000 216000 316000 616000 1216000
1516724196.82 502880 15.400 825527.645 78500 0 5 1 0.138 567760 0.000 7.774 39936000.000 342011904.000 1516724196.699 1516724196.689 78500 116000 216000 316000 616000 1216000
1516724196.92 502675 15.240 825527.645 78500 0 5 1 0.138 567760 0.000 7.774 39936000.000 342011904.000 1516724196.699 1516724196.689 78500 116000 216000 316000 616000 1216000
1516724197.03 722375 19.080 784197.632 78500 0 5 1 0.138 803700 30.000 7.909 40476672.000 342159360.000 1516724197.011 1516724197.000 78500 116000 216000 316000 616000 1216000
1516724197.13 810233 22.960 911426.898 78500 0 5 1 0.138 905408 0.000 7.962 40898560.000 342159360.000 1516724197.011 1516724197.123 78500 116000 216000 316000 616000 1216000
1516724197.24 810233 22.960 911426.898 78500 0 5 1 0.138 905408 0.000 7.962 40902656.000 342159360.000 1516724197.135 1516724197.123 78500 116000 216000 316000 616000 1216000
1516724197.34 891647 26.800 918568.467 78500 0 5 1 0.138 1004484 20.000 8.067 41443328.000 342159360.000 1516724197.252 1516724197.243 78500 116000 216000 316000 616000 1216000
1516724197.44 989134 30.760 795528.179 78500 0 5 1 0.138 1115216 9.091 8.174 41984000.000 342159360.000 1516724197.400 1516724197.391 78500 116000 216000 316000 616000 1216000
1516724197.54 1084914 34.600 995137.132 78500 0 5 1 0.138 1226324 10.000 8.227 42262528.000 342159360.000 1516724197.521 1516724197.512 78500 116000 216000 316000 616000 1216000
1516724197.65 1083345 34.440 995137.132 78500 0 5 1 0.138 1226324 10.000 8.227 42266624.000 342159360.000 1516724197.521 1516724197.512 78500 116000 216000 316000 616000 1216000
1516724197.75 1083345 34.440 995137.132 78500 0 5 1 0.138 1226324 0.000 8.227 42266624.000 342159360.000 1516724197.521 1516724197.512 78500 116000 216000 316000 616000 1216000
1516724197.85 1247086 38.320 830277.924 616000 4 5 1 0.138 1416392 10.000 8.333 42807296.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724197.95 1239952 38.240 830277.924 616000 4 5 1 0.138 1416392 0.000 8.333 42811392.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.05 1227004 38.120 830277.924 616000 4 5 1 0.138 1416392 0.000 8.333 42811392.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.16 1216506 38.040 830277.924 616000 4 5 1 0.138 1416392 20.000 8.334 42815488.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.26 1197209 37.880 830277.924 616000 4 5 1 0.138 1416392 0.000 8.334 42815488.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.36 1187190 37.800 830277.924 616000 4 5 1 0.138 1416392 0.000 8.348 42815488.000 342159360.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.46 1181475 37.720 830277.924 616000 4 5 1 0.138 1416392 10.000 8.365 42885120.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.57 1176165 37.600 830277.924 616000 4 5 1 0.138 1416392 10.000 8.383 42975232.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.67 1171586 37.520 830277.924 616000 4 5 1 0.138 1416392 0.000 8.400 43065344.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.77 1169342 37.360 830277.924 616000 4 5 1 0.138 1416392 0.000 8.416 43151360.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.87 1166709 37.320 830277.924 616000 4 5 1 0.138 1416392 0.000 8.439 43241472.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724198.98 1162284 37.120 830277.924 616000 4 5 1 0.138 1416392 10.000 8.455 43352064.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724199.08 1162284 37.120 830277.924 616000 4 5 1 0.138 1416392 10.000 8.473 43438080.000 342929408.000 1516724197.755 1516724197.750 78500 116000 216000 316000 616000 1216000
1516724199.18 2284499 41.000 850257.755 616000 4 5 1 0.138 2579736 9.091 8.742 44904448.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.28 2282271 40.960 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44908544.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.38 2280721 40.840 850257.755 616000 4 5 1 0.138 2579736 10.000 8.742 44908544.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.49 2278384 40.720 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.59 2277581 40.560 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.69 2277299 40.520 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.79 2276980 40.360 850257.755 616000 4 5 1 0.138 2579736 20.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724199.89 2260512 40.200 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724200.00 2260512 40.200 850257.755 616000 4 5 1 0.138 2579736 0.000 8.742 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724200.10 2256347 40.080 850257.755 616000 4 5 1 0.138 2579736 10.000 8.743 44912640.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724200.20 2252415 40.000 850257.755 616000 4 5 1 0.138 2579736 0.000 8.743 44916736.000 342929408.000 1516724199.133 1516724199.123 78500 116000 216000 316000 616000 1216000
1516724200.30 3197850 43.760 879290.604 616000 4 5 1 0.138 3584220 10.000 9.185 47075328.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.40 3197850 43.760 879290.604 616000 4 5 1 0.138 3584220 10.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.51 3193220 43.600 879290.604 616000 4 5 1 0.138 3584220 0.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.61 3193220 43.600 879290.604 616000 4 5 1 0.138 3584220 0.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.71 3188560 43.440 879290.604 616000 4 5 1 0.138 3584220 0.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.81 3185450 43.320 879290.604 616000 4 5 1 0.138 3584220 0.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724200.91 3183232 43.200 879290.604 616000 4 5 1 0.138 3584220 9.091 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
1516724201.02 3180523 43.040 879290.604 616000 4 5 1 0.138 3584220 0.000 9.185 47185920.000 343805952.000 1516724199.133 1516724200.275 78500 116000 216000 316000 616000 1216000
